Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-121.8307	-389.1943	267.3635	1.002874	0.509031	0.0536458	0.382818	0.0545054	1.997643	0.8016775
6	-114.4607	-381.8036	267.3428	1.002874	0.30571	0.316806	0.312869	0.0646148	2.079043	0.7120681
12	-116.4702	-384.2016	267.7314	0.66179	0.163563	0.0157677	0.741573	0.079097	2.012059	0.7623989
18	-111.6288	-379.0867	267.4579	0.8250046	0.160007	0.584407	0.238559	0.0170266	1.889431	1.019885
24	-117.6443	-384.5688	266.9245	1.503897	0.0901173	0.155821	0.744472	0.00958952	1.801425	0.9941781
30	-119.5428	-385.4422	265.8993	2.590221	0.668305	0.104245	0.156336	0.0711153	2.152877	0.84245
36	-118.2193	-385.6607	267.4414	0.6911529	0.372127	0.125571	0.352791	0.14951	2.256216	0.7832231
42	-111.5713	-377.879	266.3077	2.259493	0.0927548	0.429212	0.120229	0.357805	2.104372	0.6263066
48	-111.586	-376.6909	265.1048	4.0421	0.0957727	0.450993	0.0837879	0.369446	2.222999	0.7007028
54	-106.8407	-374.6312	267.7905	0.4411039	0.340209	0.266433	0.295615	0.0977432	2.066208	0.9024655
60	-115.7401	-380.7804	265.0403	4.188802	0.235417	0.289864	0.349599	0.12512	1.79651	1.163803
66	-116.9765	-383.8888	266.9123	1.236939	0.181121	0.108276	0.679233	0.0313711	1.984411	1.060968
72	-107.3085	-371.7271	264.4186	5.510702	0.00787731	0.0467176	0.335969	0.609436	2.300745	0.5885564
78	-107.5057	-372.3754	264.8697	4.473073	0.00248203	0.449185	0.23848	0.309853	2.042747	0.964287
84	-112.722	-379.4459	266.7239	1.706589	0.00150267	0.701365	0.144381	0.152751	2.104924	0.6289449
90	-109.0229	-373.4613	264.4384	5.898865	0.0155555	0.363491	0.373782	0.247171	2.103592	0.6496593
96	-100.3017	-364.6812	264.3794	5.898865	0.0119269	0.0980929	0.28659	0.603391	2.06902	0.8013493
102	-103.1941	-369.4018	266.2076	1.953528	0.0543869	0.507128	0.261091	0.177394	1.902694	1.224154
108	-96.19013	-362.4625	266.2724	2.080512	0.152508	0.140089	0.209966	0.497437	1.911978	1.074374
114	-97.91603	-365.4018	267.4857	0.6564637	0.29577	0.150205	0.407205	0.14682	1.667608	1.343576
120	-103.3094	-363.8434	260.534	17.35447	0.149127	0.0484702	0.318381	0.484021	1.430979	2.074394
126	-101.6857	-363.7035	262.0178	12.58618	0.277094	0.0454763	0.550906	0.126523	1.640542	1.558934
132	-102.5484	-369.0565	266.5081	1.574075	0.0110112	0.686088	0.178754	0.124148	1.753583	1.348957
138	-98.17555	-365.2523	267.0768	0.797668	0.00843554	0.436734	0.459723	0.095108	1.813008	1.432984
144	-103.4448	-370.8815	267.4367	0.8862764	0.00250089	0.439103	0.511861	0.0465352	1.92026	0.9454292
150	-120.7057	-387.8651	267.1594	0.95058	0.00647674	0.704566	0.166935	0.122022	1.788352	1.261313
156	-121.9526	-389.715	267.7623	0.3342067	0.00609531	0.500447	0.378622	0.114836	2.022929	1.062193
162	-109.4327	-377.4716	268.0389	0.3943686	0.0665737	0.42314	0.440569	0.0697168	2.063904	0.571587
168	-104.8988	-372.4645	267.5657	0.5423784	0.0465536	0.396642	0.499579	0.0572254	2.403455	0.466629
174	-102.2476	-365.1444	262.8968	9.703541	0.0388864	0.476938	0.340361	0.143814	2.445109	0.4323749
180	-93.29558	-360.5629	267.2673	0.9573519	0.0965153	0.0256759	0.875689	0.00211994	2.203571	0.7066298
186	-98.44004	-360.2279	261.7879	14.70243	0.420339	0.158479	0.196621	0.224561	2.392166	0.5728412
192	-93.80352	-361.2039	267.4004	0.8651859	0.184067	0.194882	0.589649	0.0314025	2.222433	0.5728412
198	-92.7372	-360.4188	267.6816	0.4708651	0.360598	0.14502	0.438784	0.0555989	2.352249	0.57061
204	-91.68214	-357.148	265.4659	3.281317	0.153928	0.258944	0.337581	0.249547	2.322454	0.5625157
210	-92.7914	-359.9276	267.1362	0.617446	0.280543	0.195049	0.430453	0.0939553	2.704796	0.3552556
216	-93.54861	-361.2078	267.6592	0.2461285	0.396335	0.271228	0.248286	0.0841513	2.473739	0.3552556
222	-100.4054	-367.6563	267.251	0.3049886	0.623143	0.195768	0.06796	0.113129	2.73821	0.2552998
228	-104.4111	-371.7042	267.2931	0.3015353	0.263139	0.477479	0.190333	0.069049	2.710169	0.2620122
234	-102.9588	-370.4139	267.4551	0.3173556	0.0840988	0.396915	0.505699	0.0132871	2.601399	0.3011364
240	-103.9275	-367.8622	263.9347	5.678721	0.0738755	0.348665	0.444225	0.133235	2.641373	0.3168943
246	-111.4675	-373.0569	261.5895	15.07243	0.0270491	0.761517	0.16265	0.0487832	2.514519	0.4257402
252	-116.6435	-376.7344	260.0909	22.9312	0.231518	0.3004	0.0728579	0.395224	2.599788	0.2952548
258	-120.4064	-387.209	266.8026	1.349515	0.345483	0.14939	0.25396	0.251167	2.303007	0.6891159
264	-126.9602	-392.9619	266.0017	2.547704	0.204963	0.173909	0.595235	0.025893	2.141165	0.7587587
270	-120.2855	-388.028	267.7425	0.570504	0.286025	0.217612	0.460229	0.0361335	2.039256	0.8393418
276	-125.651	-390.1209	264.4699	4.618902	0.263031	0.200119	0.503621	0.0332287	1.799296	1.459451
282	-115.0303	-382.739	267.7086	0.4556613	0.0943953	0.399613	0.447959	0.0580327	1.64103	1.350864
288	-113.6464	-380.9194	267.2731	0.8438011	0.434837	0.0850207	0.241991	0.238151	1.782464	1.262854
294	-105.9466	-371.1968	265.2502	3.870955	0.236324	0.50273	0.131517	0.12943	1.969993	0.9497659
300	-108.1958	-375.4273	267.2315	1.127739	0.514719	0.165656	0.184832	0.134793	1.978911	0.8378545
306	-115.1291	-381.9146	266.7856	1.127739	0.262409	0.244287	0.411516	0.0817893	2.015302	1.237708
312	-123.1047	-390.3321	267.2274	0.5889001	0.339874	0.0566354	0.497556	0.105934	2.030306	1.317057
318	-113.1277	-380.5205	267.3928	0.5889001	0.228419	0.0771771	0.67802	0.0163842	1.915277	1.276037
324	-121.4375	-388.9129	267.4753	0.320668	0.479344	0.263105	0.24227	0.0152805	1.597256	1.639506
330	-107.9784	-373.247	265.2686	2.36526	0.277111	0.541901	0.1573	0.0236888	1.702027	1.852481
336	-109.822	-377.5955	267.7735	0.4100238	0.0252322	0.575513	0.150139	0.249117	1.834062	1.171331
342	-124.655	-388.1465	263.4915	6.365764	0.48921	0.0396847	0.106435	0.36467	1.818085	1.641062
348	-118.0035	-381.2762	263.2728	7.100532	0.603169	0.0904351	0.242548	0.0638476	1.785232	1.634992
354	-121.4092	-384.591	263.1818	7.317019	0.0951066	0.0928054	0.329892	0.482196	1.474258	1.865357
360	-117.1256	-380.3001	263.1746	6.034463	0.254385	0.176328	0.492611	0.0766766	1.682763	2.037422
366	-117.8809	-383.128	265.2471	2.335757	0.559965	0.104062	0.290721	0.0452517	1.604406	1.947146
372	-114.5408	-379.4905	264.9496	2.252035	0.227857	0.172902	0.524055	0.0751868	1.466473	2.270977
378	-116.058	-381.7323	265.6744	1.673258	0.722723	0.0279053	0.0845793	0.164792	1.556432	2.026632
384	-122.7924	-390.0036	267.2112	0.4096243	0.424601	0.129617	0.392861	0.0529201	1.761314	1.664787
390	-120.727	-387.4575	266.7305	1.179138	0.665354	0.0126737	0.232505	0.0894675	1.651159	1.528096
396	-108.8516	-376.1492	267.2976	0.6719066	0.232235	0.28521	0.353611	0.128944	1.735267	1.425111
402	-113.461	-380.7116	267.2506	0.6531476	0.487194	0.13013	0.312129	0.0705463	1.563357	1.603464
408	-122.3848	-388.3698	265.985	0.6531476	0.627142	0.103132	0.247371	0.0223555	1.550037	2.456095
414	-112.8714	-379.9179	267.0465	0.6531476	0.496497	0.0495245	0.34371	0.110269	1.734461	1.62733
420	-105.8083	-373.5215	267.7132	0.3535758	0.2284	0.419482	0.138387	0.213732	1.775115	1.308587
426	-104.7761	-372.2257	267.4496	0.1034887	0.479283	0.101142	0.0438602	0.375715	1.626058	1.44141
432	-109.7669	-377.5093	267.7424	0.1267767	0.072892	0.403305	0.479272	0.044531	1.774877	1.177153
438	-115.4221	-382.6653	267.2432	0.07836234	0.100533	0.709116	0.180533	0.00981761	1.718043	1.369511
444	-110.5357	-377.5566	267.0209	0.1812248	0.113512	0.197281	0.164546	0.52466	1.702069	1.871765
450	-112.7555	-380.7577	268.0021	0.1812248	0.191223	0.179988	0.150122	0.478668	1.563572	1.247552
456	-114.1043	-381.6199	267.5156	0.5571512	0.655763	0.0677223	0.201063	0.0754526	1.662024	1.406455
462	-110.026	-377.5922	267.5662	0.579657	0.464441	0.014317	0.300676	0.220567	1.587977	1.406455
468	-114.8405	-381.7454	266.9049	0.3641966	0.779032	0.027385	0.126834	0.0667488	1.638763	1.985614
474	-116.2921	-383.7677	267.4756	0.1160922	0.640013	0.0601048	0.288135	0.0117478	1.822011	1.321634
